0;Complex A;Complex B
371.29900000000004;9.63222443438914;0.5469468580040625
372.089;9.575002714932127;0.5383537120765352
372.84;9.520106787330317;0.53018478474543
373.23699999999997;9.465383710407238;0.5258664569818496
373.699;9.411339366515836;0.5208410982242317
374.162;9.357403619909503;0.5158048620667064
374.624;9.304091402714931;0.5107795033090884
375.086;9.252029864253394;0.505754144551471
375.54900000000004;9.200359276018101;0.500717908393945
376.01099999999997;9.149049773755657;0.49613291388124303
376.474;9.099741176470589;0.4916115480403724
376.936;9.040029864253395;0.48709994756848884
377.399;8.986563800904978;0.48257858172761825
377.861;8.933032579185522;0.4780669812557347
378.32300000000004;8.878569230769232;0.4735553807838506
378.621;8.823474208144798;0.47064530082579636
378.918;8.768948416289593;0.46774498623672806
379.407;8.71530407239819;0.4629697208022021
379.645;8.66306334841629;0.46064556298335296
380.034;8.610427149321268;0.4568468344475028
380.47;8.555984615384617;0.45258913356927455
380.93300000000005;8.481476923076924;0.44844826682392963
380.93300000000005;8.434003619909502;0.44844826682392963
381.524;8.385472398190046;0.4436462223969594
381.915;8.334032579185521;0.44046923530568083
382.32;8.274380995475113;0.4371784942009042
382.85900000000004;8.22379819004525;0.43279896468121315
383.014;8.166359276018099;0.43153954524605187
383.476;8.103223529411766;0.4277856628006028
383.707;8.034900452488689;0.4259087215778783
384.17;7.9419565610859735;0.4221467138457505
384.401;7.883513122171947;0.42026977262302595
385.2;7.824222624434389;0.4137776685669355
385.452;7.764253393665159;0.4117300963239632
386.066;7.687817194570136;0.4077248542035255
386.449;7.617536651583711;0.4059680885918354
386.48199999999997;7.567823529411766;0.4058167223641965
386.713;7.512108597285067;0.4047571587707227
387.00699999999995;7.456840723981901;0.4034086232881203
387.407;7.404811764705883;0.4015738811349192
387.704;7.353619004524887;0.4002115850861674
387.902;7.296795475113123;0.399303387720333
388.166;7.215895022624435;0.3980924578992203
388.33099999999996;7.156296832579186;0.3973356267610251
388.79400000000004;7.091877828054299;0.3952119127186946
388.79400000000004;7.064292307692308;0.3952119127186946
389.256;6.99795113122172;0.39309278553174776
389.834;6.969190045248869;0.39044158312037225
390.181;6.922009049773756;0.3888499443024705
390.412;6.89304705882353;0.38779038070899696
390.64300000000003;6.8538751131221725;0.38673081711552315
390.64300000000003;6.824089592760181;0.38673081711552315
390.64300000000003;6.791495022624435;0.38673081711552315
390.875;6.739743891402716;0.3856666666666667
391.106;6.686137556561086;0.38556068947437416
391.27099999999996;6.623198190045249;0.38548499147987947
391.594;6.537580995475113;0.38533680692095956
392.13599999999997;6.48206968325792;0.3850881504784376
392.49300000000005;6.407933936651585;0.3849243675448945
392.79;6.3308796380090495;0.38478811115480405
393.18699999999995;6.237113122171946;0.3846059771922926
393.418;6.191412669683259;0.38450000000000006
393.715;6.111500452488688;0.3843637436099096
393.88;6.057999095022625;0.3842880456154149
394.32199999999995;5.992242533936652;0.384085266745314
394.851;5.936569230769231;0.38384257438720676
395.102;5.882841628959277;0.38372742168043
395.235;5.808114932126697;0.38366640450911
395.565;5.752997285067874;0.3835150085201206
395.961;5.674285972850679;0.38333333333333336
396.19199999999995;5.625445248868779;0.3843928969268066
396.218;5.578809954751132;0.384512155166765
396.655;5.5378135746606345;0.38651661096913686
396.88599999999997;5.474718552036199;0.3875761745626104
397.282;5.439549321266969;0.38939256929427946
397.533;5.403929411764706;0.3905438699954132
397.811;5.362701357466063;0.3918190157918877
397.87699999999995;5.332285972850679;0.3921217482471658
398.042;5.2885131221719455;0.39287857938536125
398.56800000000004;5.239927601809955;0.39529126531682085
398.736;5.189890497737556;0.39606185702116503
398.80199999999996;5.114113122171946;0.3963645894764431
398.967;5.049818099547512;0.39712142061463857
399.42900000000003;4.974380090497737;0.3992405478015859
399.892;4.928607239819005;0.4013642618439159
400.12300000000005;4.854292307692308;0.4024238254373897
400.519;4.782971945701358;0.4042402201690585
400.652;4.7026678733031675;0.4048502719349977
401.048;4.644454298642534;0.40666666666666673
401.18699999999995;4.569985520361992;0.40804227290601613
401.741;4.508897737556562;0.4135249049678856
402.204;4.446311312217195;0.41810696028313027
402.795;4.381457013574661;0.42395576091230847
402.805;4.308298642533937;0.4240547253899594
403.129;4.225773755656109;0.42726117446585415
403.29400000000004;4.165084162895928;0.42889408834709697
403.514;4.107703167420815;0.43107130685542017
404.159;4.056563800904978;0.4374545156639139
404.51599999999996;4.006565610859729;0.44098754751605673
405.07099999999997;3.9547701357466067;0.44648007602569106
405.48699999999997;3.903758371040724;0.4505969982959755
405.67199999999997;3.837804524886878;0.45242784113252027
405.73800000000006;3.7685556561085973;0.45308100668501816
405.903;3.7091945701357467;0.4547139205662605
406.38699999999994;3.6454796380090495;0.460663783500425
406.751;3.5800760180995477;0.4659349977065719
407.29;3.511885067873303;0.4737404495118277
407.83;3.4406045248868775;0.4815603826747916
407.845;3.3633348416289595;0.48177760304043016
408.215;3.3168235294117645;0.48713570539283096
408.67800000000005;3.252327601809955;0.49384057401218867
408.67800000000005;3.2020678733031676;0.49384057401218867
409.19800000000004;3.1496452488687785;0.501370880020969
409.776;3.0798624434389144;0.5097411047768824
410.065;3.035612669683258;0.5139262171548391
410.527;2.9821583710407245;0.5206166044164863
410.527;2.938143891402715;0.5206166044164863
410.964;2.8891004524886883;0.526944957735404
411.63199999999995;2.837452488687783;0.5384588379469425
412.08;2.783639819004525;0.546952494232987
412.14599999999996;2.7288425339366515;0.5482037918108411
412.454;2.6707221719457017;0.5540431805074971
412.978;2.607026244343892;0.5639777249134948
413.43;2.5395221719457015;0.5725472174163783
413.82199999999995;2.4700054298642535;0.5799791666666654
414.30400000000003;2.396492307692308;0.589117430795848
415.094;2.318508597285068;0.6040950836216835
415.61400000000003;2.2371140271493215;0.6139537918108422
416.07599999999996;2.18530407239819;0.623225947635794
416.374;2.122723076923077;0.629537631887456
417.23199999999997;2.0619393665158374;0.6477101992965992
417.464;2.0037529411764705;0.6526239937475572
417.76099999999997;1.947316742081448;0.6589144978507219
418.48800000000006;1.8928678733031676;0.6743124658069567
419.082;1.8307647058823528;0.686893474013286
419.467;1.778481447963801;0.6950478311840558
419.941;1.7262615384615385;0.7050872215709254
420.64300000000003;1.6744425339366518;0.7226054482417043
421.394;1.6231628959276019;0.7422452699356115
421.68300000000005;1.5721266968325793;0.749803070827143
422.608;1.5214461538461541;0.7739932639920749
423.244;1.4708018099547513;0.7906256562654782
423.398;1.4102425339366518;0.7946529965329372
423.772;1.3594615384615385;0.8057049645390063
424.565;1.3103312217194572;0.8298375241779493
425.325;1.261914932126697;0.8529658284977429
426.19199999999995;1.2119547511312216;0.8823908554572244
426.73800000000006;1.1604280542986425;0.9115833333333354
428.099;1.1044380090497739;0.9779017299375288
428.33;1.0597918552036198;0.9838034598750587
429.024;1.010235294117647;1.0015341983020978
429.949;0.9598615384615383;1.0251666666666668
430.973;0.9080171945701357;1.0513284478616056
432.338;0.8539737556561086;1.0895610132839066
433.725;0.797929411764706;1.1401220265678111
435.036;0.738572850678733;1.1879125733704048
436.538;0.6771321266968326;1.2488126884257444
438.658;0.6301276018099548;1.334790929348539
440.662;0.5828253393665159;1.4136104559748417
443.00199999999995;0.5407285067873304;1.5043447231833893
445.44;0.5046072398190046;1.6051917531718571
446.89300000000003;0.4748479638009051;1.6651049596309138
449.19699999999995;0.45050588235294126;1.7549292174596915
451.29699999999997;0.43267330316742086;1.8360011797090041
453.93699999999995;0.42104162895927605;1.939279874213835
456.80199999999996;0.41448778280542986;2.046223279648607
459.659;0.41128959276018107;2.155664440734557
462.376;0.40927330316742083;2.253064659977702
465.324;0.40964524886877834;2.359266666666667
467.86699999999996;0.4091954751131222;2.435196817420434
470.80699999999996;0.40920904977375566;2.547776763990267
473.416;0.4090579185520362;2.61858651026393
476.191;0.40803529411764705;2.6847281438141266
478.837;0.40620542986425345;2.7412788350634374
481.74;0.402737556561086;2.7906666666666675
484.514;0.39783800904977373;2.830057281426138
487.256;0.3918977375565611;2.863483156376983
490.06300000000005;0.38566968325791856;2.8893784155690985
492.673;0.3788524886877829;2.910756437979163
495.579;0.3719909502262444;2.9248551208964026
498.35400000000004;0.36532036199095025;2.936155721588675
501.046;0.3578054298642534;2.938272906016516
503.903;0.35025520361990947;2.9370980276521856
506.611;0.340731221719457;2.9252091606054655
509.716;0.3308561085972851;2.9033948748197673
512.16;0.32106606334841625;2.878246886879015
515.207;0.31062352941176474;2.834975778546713
517.75;0.3005918552036199;2.7918958333333337
520.641;0.2898723981900453;2.7244113513513533
523.456;0.27941447963800903;2.6484932550715685
526.165;0.26929321266968326;2.56944275056763
528.873;0.2594814479638009;2.489814476885643
531.648;0.2502;2.4106451672179334
534.422;0.24103800904977374;2.3397914369717014
537.288;0.23218552036199097;2.26082264638632
540.004;0.22280361990950226;2.184550200803213
542.837;0.21195746606334842;2.0914683544303805
545.586;0.20023438914027147;1.9940460225907235
548.443;0.1873755656108597;1.8921415094339646
551.003;0.17330045248868775;1.7903448673587088
553.819;0.1586443438914027;1.6652269261962698
556.523;0.1432579185520362;1.5348333333333335
558.996;0.12742171945701358;1.4060037837837873
561.68;0.11197918552036198;1.2712572972972995
564.384;0.09690950226244344;1.1363009009009015
567.345;0.0823972850678733;0.9977604769419589
570.028;0.06845610859728506;0.87395158938466
572.778;0.055515837104072395;0.7595916955017293
575.643;0.04358371040723981;0.6508357314148655
578.443;0.03199638009049774;0.5475918740849209
581.259;0.021695927601809953;0.45509177788762534
583.901;0.013341176470588237;0.39196935244686304
586.675;0.006316742081447964;0.3318827004219429
589.648;0.0003547511312217196;0.2716700421940935
591.656;-0.003929411764705883;0.23603474625144383
