0;Complex A;Complex B
250.3;4.64035113122172;10.7823125
252.822;4.633181900452489;10.153632863849765
255.513;4.639335746606335;9.402666025641027
257.11;4.6585719457013575;9.022277372262769
257.467;4.690015384615386;8.966251824817519
258.007;4.73242443438914;8.836409876543211
258.623;4.79643891402715;8.700000000000001
259.034;4.845386425339367;8.642357348703172
260.357;4.892088687782806;8.23089898989898
261.757;4.939298642533936;7.89924180327869
262.73400000000004;4.985826244343892;7.685225823045268
263.71;5.050347511312218;7.481141146817903
264.106;5.094571040723983;7.43107239223429
264.172;5.148356561085974;7.42375353734781
264.569;5.194964705882353;7.379729516288251
264.892;5.261867873303167;7.276188311688304
265.791;5.313885067873303;7.076666666666667
266.82099999999997;5.3658;6.85648596112312
267.409;5.419646153846154;6.726666666666668
267.746;5.478289592760181;6.653152627789784
268.75;5.542428054298643;6.440711627906978
269.193;5.586078733031675;6.387992753623191
269.259;5.64022262443439;6.381057971014492
269.655;5.696750226244344;6.339449275362322
270.138;5.777533031674208;6.139833333333353
270.64599999999996;5.8366298642533945;6.001589998855706
271.10900000000004;5.884604524886878;5.9889805469733375
271.468;5.9577583710407245;5.979203455772971
271.895;6.009565610859729;5.967574436434376
272.38;6.063878733031675;5.954365831330817
272.907;6.098923076923078;5.940013388259527
272.95799999999997;6.143541176470589;5.938624442155854
273.421;6.212968325791856;5.760184538653367
273.817;6.2535475113122185;5.66962681495212
273.883;6.318771945701358;5.663346926166209
274.207;6.3551755656108595;5.63251838121718
274.682;6.402435294117647;5.587322211924621
275.178;6.457882352941176;5.52927088402271
275.63;6.522526696832579;5.473000000000001
275.733;6.583631674208145;5.46234597924773
276.056;6.631449773755657;5.428935797665372
276.195;6.685264253393665;5.414558041504542
276.611;6.714190950226245;5.371528210116734
276.889;6.7796090497737564;5.335847931873481
276.994;6.82376742081448;5.321839416058393
277.582;6.8973565610859735;5.250511307225595
277.582;6.952706787330317;5.250511307225595
277.839;6.98006334841629;5.234162346019491
278.404;7.0533067873303175;5.198220077220079
278.91200000000003;7.066355656108597;5.165903842618127
278.97;7.124204524886878;5.162214193785622
279.278;7.156363800904979;5.142620886192315
279.432;7.1952497737556556;5.13162298136646
279.74;7.265703167420815;5.109367908902692
280.172;7.278735746606335;5.078153002070393
280.357;7.336190950226245;5.064785507246377
280.819;7.374772850678733;5.031402898550725
280.819;7.444200904977376;5.031402898550725
281.108;7.464213574660634;5.0107763300760055
281.436;7.525966515837105;4.987485124864281
281.744;7.538028959276019;4.96561411509229
282.207;7.573493212669684;4.932736590662325
282.207;7.621531221719458;4.932736590662325
282.603;7.646388235294118;4.908826297686054
282.66900000000004;7.698392760180997;4.905823483427141
283.065;7.726698642533937;4.887806597873671
283.131;7.780662443438914;4.88480378361476
283.528;7.849294117647059;4.866741400875546
283.99;7.8959755656108594;4.845721701063164
284.453;7.9686515837104075;4.824656504065042
284.915;8.016421719457014;4.8104899560577525
285.377;8.097501357466063;4.798647520401758
285.84;8.143969230769232;4.786779451768153
286.302;8.20829592760181;4.774937016112157
286.765;8.245395475113122;4.763068947478552
287.22700000000003;8.295597285067874;4.751226511822557
288.079;8.347063348416292;4.734046729584481
288.88599999999997;8.399257013574662;4.72500249049679
289.605;8.452411764705884;4.716944488137371
289.862;8.515514027149322;4.71406422860139
290.86;8.569686877828055;4.702879407523922
291.825;8.62203891402715;4.692064425219558
292.842;8.672976470588235;4.680666666666667
293.818;8.724574660633484;4.671201494004325
294.692;8.778140271493214;4.66272550946858
296.02099999999996;8.835804524886878;4.6498369700543885
296.079;8.881709502262444;4.649274490531421
296.953;8.932774660633484;4.640798505995677
298.307;8.984256108597286;4.626101499423299
299.316;9.037360180995474;4.612136101499424
300.241;9.092276923076923;4.599333333333334
301.166;9.148772850678734;4.586530565167244
302.091;9.207304072398191;4.573727797001154
303.015;9.268433484162896;4.552339189848707
303.94;9.326450678733032;4.522318448023427
304.865;9.378231674208145;4.492297706198146
305.79;9.427688687782805;4.451085623678647
306.58299999999997;9.475919457013575;4.407775193798453
307.507;9.523044343891403;4.35177792884659
308.472;9.570954751131222;4.282896215726263
309.357;9.6207592760181;4.208879079721773
309.952;9.67202443438914;4.158242847638058
310.414;9.72420814479638;4.125660013306721
311.709;9.777533936651583;3.9910567375886545
312.623;9.831346606334844;3.8723376018626325
314.067;9.88634479638009;3.6504108606557386
315.501;9.942743891402717;3.459934284479039
316.888;10.001737556561086;3.273333333333334
318.077;10.068472398190046;3.032511894525655
319.464;10.120249773755656;2.721192792792793
321.281;10.170888687782806;2.4631111111111084
323.131;10.218731221719459;2.137904068984104
325.165;10.264313122171947;1.8938047419804747
326.4;10.308619909502262;1.765316557257481
327.92800000000005;10.353547511312218;1.6122827640984851
329.37300000000005;10.399123981900454;1.4705789473684183
329.789;10.444752036199096;1.4389532163742709
331.025;10.491017194570135;1.361158049353702
332.61;10.539149321266969;1.280427737226275
333.99699999999996;10.589589140271492;1.2183333333333335
335.616;10.637283257918552;1.1591679430337234
337.65;10.680849773755657;1.1046965888689417
340.24;10.718863348416289;1.0539350688210658
343.10699999999997;10.74218371040724;0.9972987328325377
345.661;10.751763800904978;0.9474857535187093
348.506;10.748028054298643;0.8976762787504292
350.598;10.731509502262444;0.861245986501539
352.80199999999996;10.702425339366517;0.823696677806173
353.65;10.663492307692309;0.8092493938798246
355.423;10.6167185520362;0.7790727487219821
356.48199999999997;10.564231674208145;0.7612353519465206
357.845;10.509718552036201;0.7382774937737578
358.79400000000004;10.454681447963802;0.7222928955302133
360.124;10.399639819004525;0.6998908769170271
361.164;10.344070588235295;0.6837544721839988
362.898;10.288268778280543;0.6575075683113814
364.05400000000003;10.231866968325793;0.6400096323963034
365.185;10.173542081447966;0.6228901120503236
365.838;10.113064253393667;0.6140428627605182
366.301;10.05303257918552;0.6082470179577923
367.49699999999996;9.993190950226246;0.5932754620526939
368.07800000000003;9.933070588235296;0.586002490496788
368.91;9.871924886877828;0.5755874950845454
369.809;9.811301357466064;0.5643337921090573
370.29699999999997;9.751249773755656;0.5582249967230312
370.925;9.691607239819005;0.551015005569753
